MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
09/02/2022 02:00:00,6241.761,829.268,883.039,179.667,356.338,2581.718,554.575,1461.853,3335.778,4264.772,1951.773,946.927,549.466,4149.107,4334.671,1396.997,5069.417
09/02/2022 03:00:00,5956.290,778.961,855.870,166.001,346.043,2452.608,526.067,1382.488,3210.893,4186.496,1860.390,921.536,517.517,4002.811,4212.764,1427.050,4819.984
09/02/2022 04:00:00,5570.207,704.941,878.655,150.154,333.542,2297.630,477.321,1266.116,3023.928,4020.956,1717.537,884.055,479.726,3859.983,3969.148,1432.966,4475.088
09/02/2022 05:00:00,5191.205,638.635,860.217,134.527,311.215,2119.606,430.315,1167.224,2925.735,3827.291,1583.262,827.444,438.166,3683.629,3767.010,1157.846,4134.369
09/02/2022 06:00:00,4923.227,588.765,842.938,121.944,299.145,1967.323,391.449,1082.220,2844.552,3685.505,1479.113,751.205,400.731,3533.729,3619.761,1027.731,3882.586
09/02/2022 07:00:00,4739.764,550.314,828.092,113.784,289.928,1860.477,364.426,1026.220,2767.045,3563.002,1402.788,711.287,370.692,3472.374,3532.191,999.298,3703.365
09/02/2022 08:00:00,4628.036,520.383,814.255,108.625,285.340,1814.306,346.035,992.765,2716.004,3466.909,1360.630,692.440,353.825,3345.843,3474.269,976.904,3611.025
09/02/2022 09:00:00,4571.685,507.185,813.150,108.336,278.160,1773.330,335.710,969.326,2681.985,3440.778,1333.446,683.147,342.999,3318.517,3431.590,966.305,3554.010
09/02/2022 10:00:00,4602.697,508.413,811.591,106.633,271.134,1759.285,334.784,961.764,2668.170,3453.927,1334.436,678.038,342.510,3264.466,3443.238,961.196,3553.366
09/02/2022 11:00:00,4727.417,539.735,794.447,107.581,280.769,1795.397,349.793,979.439,2696.934,3529.862,1374.338,680.352,359.188,3296.683,3526.175,961.959,3637.256
09/02/2022 12:00:00,5014.462,582.593,788.087,110.748,290.489,1880.302,388.471,1027.088,2817.068,3713.889,1466.002,709.089,385.166,3386.863,3682.519,997.237,3852.877
09/02/2022 13:00:00,5165.481,616.829,801.783,112.998,296.267,1923.425,420.307,1065.095,2870.306,3850.621,1537.538,716.398,403.326,3501.218,3791.546,1014.268,3962.299
09/02/2022 14:00:00,5352.588,640.900,824.998,122.606,311.430,2039.318,456.585,1109.054,2942.088,4006.458,1635.214,730.572,414.790,3527.780,3876.021,1055.271,4070.189
09/02/2022 15:00:00,5628.757,669.862,850.659,134.475,325.214,2188.354,493.095,1180.986,3029.913,4248.892,1759.182,758.879,427.229,3664.622,3971.378,1109.385,4228.040
09/02/2022 16:00:00,5920.539,669.196,865.381,149.156,341.974,2353.660,533.352,1250.095,3143.419,4564.726,1894.863,793.502,433.520,3811.158,4093.066,1180.775,4445.135
09/02/2022 17:00:00,6270.250,679.516,910.745,163.730,357.487,2512.076,573.360,1330.871,3264.177,4873.962,2022.718,834.856,434.362,3999.734,4203.147,1262.784,4701.400
09/02/2022 18:00:00,6683.153,691.210,934.452,178.963,378.178,2663.345,583.253,1428.590,3345.354,5236.419,2149.578,883.282,438.055,4169.113,4263.887,1348.268,4976.478
09/02/2022 19:00:00,7061.367,698.374,960.913,190.023,393.452,2805.491,607.962,1498.387,3391.016,5588.479,2279.350,936.064,443.315,4331.850,4337.752,1425.889,5268.624
09/02/2022 20:00:00,7298.124,701.943,976.533,200.463,396.627,2899.652,626.660,1544.578,3437.425,5794.945,2384.704,968.382,435.132,4488.330,4370.241,1491.103,5482.242
09/02/2022 21:00:00,7359.668,709.986,986.495,207.695,402.986,2957.782,661.500,1574.023,3468.186,5916.007,2411.215,984.116,433.012,4596.170,4405.516,1533.072,5623.068
09/02/2022 22:00:00,7422.973,722.669,998.190,211.462,403.102,2978.016,681.005,1586.678,3508.619,5969.197,2442.019,1043.487,433.443,4689.355,4399.642,1560.576,5702.280
09/02/2022 23:00:00,7338.959,729.393,996.405,209.396,398.397,2919.651,680.508,1561.114,3488.011,5817.112,2442.356,988.328,432.037,4697.461,4359.954,1554.634,5664.416
09/03/2022 00:00:00,7088.900,718.428,976.948,201.509,377.323,2771.863,665.637,1510.889,3433.552,5558.149,2399.543,972.120,426.218,4631.463,4257.337,1508.605,5523.759
09/03/2022 01:00:00,6706.971,699.436,936.050,184.560,356.987,2634.012,631.135,1398.164,3328.953,5344.338,2304.334,933.854,423.504,4417.422,4112.516,1435.545,5243.975
09/03/2022 02:00:00,6403.567,693.507,900.483,171.213,344.689,2521.493,599.312,1326.947,3250.578,5124.168,2208.734,904.605,419.608,4153.466,4007.934,1379.508,5022.030
09/03/2022 03:00:00,6026.254,649.503,857.885,155.518,325.492,2490.063,566.355,1243.511,3123.170,4919.020,2094.737,886.196,404.867,4019.094,3848.627,1322.165,4788.421
09/03/2022 04:00:00,5677.099,606.195,833.619,137.372,304.539,2301.160,523.020,1147.529,2929.856,4687.113,1950.865,868.761,384.902,3895.170,3652.833,1255.636,4469.909
09/03/2022 05:00:00,5351.525,560.984,803.075,121.536,282.948,1964.802,472.609,1052.555,2873.590,4350.067,1794.842,808.059,361.603,3729.736,3490.361,1180.244,4124.247
09/03/2022 06:00:00,5020.430,524.089,792.795,108.554,263.591,1763.177,434.114,959.080,2716.684,4040.949,1662.703,753.152,340.910,3595.715,3337.921,1111.766,3809.953
09/03/2022 07:00:00,4793.209,493.789,857.557,99.344,250.382,1667.459,401.808,883.185,2602.897,3836.931,1562.986,704.142,325.932,3442.306,3240.453,1062.951,3609.251
09/03/2022 08:00:00,4598.654,478.939,841.260,92.937,240.509,1547.360,376.708,850.657,2558.831,3631.665,1476.211,694.666,316.630,3546.864,3175.950,1025.354,3466.482
09/03/2022 09:00:00,4471.901,469.548,833.552,88.964,235.800,1506.316,352.811,822.452,2500.030,3512.349,1391.592,680.370,311.320,3573.167,3137.203,997.683,3362.006
09/03/2022 10:00:00,4419.000,463.863,824.329,86.790,231.931,1479.578,334.248,817.042,2429.219,3470.161,1330.488,654.827,309.938,3498.710,3119.871,977.220,3310.347
09/03/2022 11:00:00,4409.053,469.401,823.369,87.266,231.576,1494.058,325.486,810.583,2431.264,3439.458,1304.407,637.259,314.468,3370.439,3140.653,968.565,3321.084
09/03/2022 12:00:00,4442.044,481.076,828.068,89.101,233.852,1541.823,324.843,832.826,2427.294,3461.593,1296.670,635.895,323.210,3267.947,3168.242,979.352,3353.151
09/03/2022 13:00:00,4490.291,497.608,734.128,90.942,232.113,1558.664,324.502,842.860,2438.653,3502.923,1300.894,636.035,326.667,3214.067,3201.568,991.203,3360.702
09/03/2022 14:00:00,4815.120,526.162,752.966,97.987,240.756,1649.568,348.768,894.754,2492.011,3733.699,1374.595,666.562,340.442,3321.175,3348.489,1063.095,3519.901
09/03/2022 15:00:00,5262.822,559.196,782.523,109.679,259.406,1793.454,377.036,982.572,2571.172,4084.587,1461.943,687.248,361.002,3444.468,3425.758,1148.068,3775.113
09/03/2022 16:00:00,5768.032,579.202,832.007,126.293,281.594,1963.954,407.718,1069.214,2627.044,4479.939,1550.103,725.339,380.010,3509.387,3504.225,1249.476,4071.698
09/03/2022 17:00:00,6305.972,610.593,884.975,144.300,300.874,2159.948,430.163,1178.945,2694.771,4868.303,1630.313,760.434,389.314,3659.119,3603.913,1349.276,4399.450
09/03/2022 18:00:00,6838.265,649.119,931.261,159.363,320.678,2313.698,444.115,1283.757,2732.929,5202.020,1687.151,795.258,406.574,3889.062,3668.360,1432.701,4722.145
09/03/2022 19:00:00,7267.373,693.923,960.809,176.403,333.840,2458.416,453.949,1357.627,2738.095,5475.790,1749.928,828.891,431.137,4121.615,3708.875,1503.308,4998.689
09/03/2022 20:00:00,7560.753,723.261,983.406,191.139,340.198,2554.781,463.070,1435.140,2766.526,5674.762,1805.802,861.915,461.613,4233.315,3739.834,1554.191,5185.917
09/03/2022 21:00:00,7742.478,761.378,999.258,191.863,346.959,2613.366,474.168,1463.057,2797.031,5801.492,1847.930,879.360,488.789,4284.408,3797.337,1588.727,5291.052
09/03/2022 22:00:00,7837.968,797.810,1009.560,192.272,350.033,2659.485,486.787,1477.988,2840.843,5873.528,1883.145,886.614,511.066,4293.468,3846.776,1604.944,5371.074
09/03/2022 23:00:00,7783.700,814.197,1006.592,190.897,346.521,2632.254,487.751,1447.281,2836.242,5778.854,1871.125,888.746,516.030,4305.102,3884.997,1596.209,5350.204
09/04/2022 00:00:00,7465.541,795.703,981.161,186.130,338.384,2538.888,477.098,1402.806,2773.199,5555.110,1820.979,875.638,504.660,4290.561,3876.662,1548.889,5173.663
09/04/2022 01:00:00,7056.741,742.427,928.031,174.442,320.603,2368.115,449.994,1330.829,2756.065,5293.226,1714.992,856.663,479.831,4244.631,3792.497,1466.452,4859.885
09/04/2022 02:00:00,6756.941,713.537,918.327,163.378,310.833,2285.555,424.479,1284.891,2675.213,5152.243,1630.632,835.134,459.302,4152.440,3737.160,1409.174,4626.654
09/04/2022 03:00:00,6364.713,674.817,857.537,148.071,296.244,2130.729,401.380,1199.180,2577.274,4888.900,1542.684,806.132,431.970,4097.586,3594.469,1335.460,4336.796
09/04/2022 04:00:00,5929.110,625.655,819.738,132.594,276.803,1975.889,368.053,1106.814,2440.549,4576.209,1449.061,746.454,402.297,3944.834,3435.483,1252.693,3987.775
09/04/2022 05:00:00,5511.595,570.379,789.938,118.894,261.402,1812.779,332.610,1017.503,2401.592,4277.246,1348.066,696.298,371.598,3821.741,3320.783,1171.831,3679.128
09/04/2022 06:00:00,5155.091,524.854,773.816,108.390,249.575,1667.637,304.847,935.390,2333.520,4039.583,1261.709,650.176,341.730,3700.601,3237.711,1104.426,3418.072
09/04/2022 07:00:00,4906.591,492.016,849.025,99.305,238.829,1595.936,285.560,874.187,2269.887,3853.521,1203.468,628.587,324.207,3624.896,3188.505,1053.666,3231.865
09/04/2022 08:00:00,4701.131,468.556,836.063,93.221,229.167,1534.158,273.889,828.218,2175.988,3676.212,1164.893,597.286,311.645,3559.126,3163.745,1015.682,3084.812
09/04/2022 09:00:00,4568.756,453.757,828.432,89.846,223.294,1482.749,265.421,792.450,2144.803,3553.933,1142.453,578.433,302.568,3504.046,3141.710,986.586,3001.427
09/04/2022 10:00:00,4473.880,445.912,825.167,87.384,220.065,1456.563,260.602,779.478,2114.840,3442.996,1130.001,562.953,298.383,3461.584,3139.731,964.018,2952.825
09/04/2022 11:00:00,4427.068,446.357,818.663,86.986,219.242,1466.959,261.546,767.557,2097.340,3423.576,1132.856,559.388,298.761,3456.644,3175.785,955.026,2953.485
09/04/2022 12:00:00,4411.824,451.901,817.846,88.187,220.154,1508.591,265.662,787.401,2105.591,3415.040,1142.135,566.690,302.820,3475.555,3242.880,959.810,2990.765
09/04/2022 13:00:00,4429.519,466.070,781.060,91.130,219.590,1516.818,270.615,803.542,2109.417,3391.125,1154.238,564.716,306.679,3447.211,3266.941,972.820,3018.557
09/04/2022 14:00:00,4732.368,511.564,742.755,97.348,225.502,1580.191,290.706,850.806,2154.775,3490.160,1210.219,585.336,335.059,3469.269,3347.574,1031.427,3163.139
09/04/2022 15:00:00,5163.735,566.734,770.636,105.163,234.501,1658.473,316.121,904.107,2212.084,3713.250,1293.061,609.728,366.827,3614.241,3447.652,1094.792,3369.602
09/04/2022 16:00:00,5662.191,621.250,808.181,110.837,247.291,1754.706,345.337,956.992,2278.225,3999.504,1385.936,641.910,401.822,3787.303,3551.110,1160.299,3611.824
09/04/2022 17:00:00,6155.188,678.185,860.236,114.457,255.353,1831.252,375.606,1015.180,2344.261,4257.915,1485.374,676.816,434.961,3957.371,3663.233,1221.619,3846.516
09/04/2022 18:00:00,6600.074,726.146,896.335,122.819,260.172,1874.965,399.418,1062.922,2405.198,4527.683,1581.148,702.689,464.081,4109.649,3734.505,1281.568,4073.224
09/04/2022 19:00:00,6964.417,759.515,946.577,134.120,267.010,1910.302,417.772,1121.062,2472.605,4757.377,1653.061,734.337,492.603,4262.822,3821.919,1323.658,4261.678
09/04/2022 20:00:00,7195.022,779.597,964.511,142.906,285.114,2045.073,438.572,1198.603,2530.694,4925.589,1713.368,765.382,515.908,4378.907,3881.021,1367.914,4436.104
09/04/2022 21:00:00,7388.682,799.936,968.270,157.547,302.069,2191.069,458.881,1243.579,2597.791,5094.502,1772.332,790.889,534.757,4485.832,3946.565,1406.977,4606.962
09/04/2022 22:00:00,7462.830,804.403,976.849,166.188,311.219,2288.386,477.075,1312.566,2652.821,5174.683,1819.952,807.701,545.356,4567.340,4013.207,1433.585,4735.002
09/04/2022 23:00:00,7382.114,782.996,969.930,171.609,313.290,2327.020,489.683,1327.407,2701.492,5182.382,1855.434,821.592,542.469,4559.252,4069.347,1440.393,4792.593
09/05/2022 00:00:00,7153.940,747.704,947.882,169.349,304.578,2268.628,483.386,1291.011,2710.462,5047.088,1824.912,813.540,523.560,4496.503,4030.740,1414.264,4711.578
09/05/2022 01:00:00,6703.285,707.642,887.319,158.122,296.611,2176.905,458.069,1226.559,2668.267,4781.048,1736.408,787.917,493.490,4337.067,3900.021,1337.847,4480.355
09/05/2022 02:00:00,6345.508,693.777,856.933,148.867,295.665,2130.412,438.076,1182.640,2602.375,4544.490,1673.133,756.687,471.470,4120.528,3780.689,1266.051,4295.842
09/05/2022 03:00:00,5934.608,661.566,822.859,137.110,286.545,2033.791,415.773,1119.571,2511.872,4336.124,1601.046,729.914,440.446,3935.351,3641.219,1210.775,4078.052
09/05/2022 04:00:00,5524.546,617.002,797.106,124.202,270.949,1919.016,388.455,1047.947,2399.112,4095.657,1506.568,697.128,406.719,3799.077,3478.989,1138.896,3847.813
09/05/2022 05:00:00,5144.937,569.189,787.901,112.551,259.036,1776.329,357.170,964.927,2261.184,3836.558,1401.224,653.277,377.795,3607.170,3310.410,1068.235,3560.408
09/05/2022 06:00:00,4811.004,525.908,813.708,101.320,245.774,1637.230,330.657,888.215,2148.427,3603.803,1312.031,629.463,349.434,3465.162,3216.515,1009.664,3334.147
09/05/2022 07:00:00,4566.738,485.890,838.028,92.746,234.196,1517.890,310.546,833.745,2089.392,3446.051,1253.824,609.178,330.311,3343.323,3154.769,959.709,3186.304
09/05/2022 08:00:00,4388.201,459.175,832.374,87.867,226.692,1446.406,297.111,797.912,2073.807,3313.767,1219.237,591.318,313.595,3238.304,3121.851,934.495,3094.428
09/05/2022 09:00:00,4269.716,450.639,823.510,87.144,222.844,1419.686,289.488,768.196,2077.474,3222.374,1194.439,574.869,304.280,3198.486,3115.128,915.541,3055.602
09/05/2022 10:00:00,4249.040,444.565,822.661,85.382,220.819,1422.164,287.560,761.976,2073.132,3172.867,1188.545,573.424,301.772,3211.529,3124.609,899.410,3049.747
09/05/2022 11:00:00,4261.332,447.464,819.853,85.671,221.659,1448.000,292.324,762.500,2084.760,3173.436,1197.944,573.229,305.969,3233.758,3150.799,893.327,3074.925
09/05/2022 12:00:00,4294.162,456.867,821.558,86.251,221.568,1469.089,300.794,772.595,2122.564,3205.308,1215.583,592.716,313.652,3315.857,3212.424,900.414,3128.590
09/05/2022 13:00:00,4298.805,467.191,822.410,86.693,219.648,1477.031,306.112,770.726,2150.865,3192.185,1223.066,593.993,315.267,3336.579,3223.995,915.208,3138.512
09/05/2022 14:00:00,4581.059,500.786,841.997,91.136,226.139,1544.069,326.043,825.800,2220.735,3337.157,1287.451,582.233,330.626,3352.811,3324.976,969.866,3277.302
09/05/2022 15:00:00,5032.350,543.567,784.171,98.262,233.599,1629.454,361.094,876.158,2331.174,3640.350,1366.191,624.763,350.286,3535.083,3451.544,1049.043,3491.400
09/05/2022 16:00:00,5532.670,580.366,813.524,105.410,241.736,1687.871,396.263,925.756,2449.129,3984.361,1437.537,665.280,372.850,3736.832,3571.974,1137.980,3754.174
09/05/2022 17:00:00,6085.869,628.222,865.261,110.657,247.923,1744.000,430.949,966.255,2570.227,4383.370,1497.765,705.157,397.288,3952.763,3705.290,1221.428,4036.145
09/05/2022 18:00:00,6625.062,676.057,889.278,113.568,250.681,1786.424,465.489,991.739,2670.942,4714.242,1583.054,743.124,426.306,4160.765,3803.985,1294.737,4304.157
09/05/2022 19:00:00,7090.575,723.166,940.513,116.254,255.403,1811.323,491.020,1025.198,2754.463,4977.841,1675.655,778.376,448.789,4325.027,3891.550,1358.659,4522.287
09/05/2022 20:00:00,7383.832,752.127,940.896,120.308,261.023,1843.257,511.894,1062.413,2840.435,5144.315,1762.742,815.354,465.759,4474.170,3985.801,1409.239,4735.346
09/05/2022 21:00:00,7562.250,774.154,954.521,124.426,267.541,1906.616,533.918,1113.404,2927.151,5288.762,1858.704,839.639,490.859,4589.762,4064.118,1449.471,4907.730
09/05/2022 22:00:00,7618.480,790.630,952.955,130.465,276.512,1984.195,553.651,1168.853,3004.631,5365.084,1934.158,860.624,505.957,4659.858,4140.125,1473.967,5019.921
09/05/2022 23:00:00,7523.618,795.990,946.637,141.970,285.511,2073.297,566.103,1220.640,3069.295,5369.658,1972.856,866.523,513.411,4627.522,4157.679,1475.777,5064.932
09/06/2022 00:00:00,7277.611,779.135,924.233,146.849,285.498,2091.197,558.089,1209.614,3094.093,5264.457,1942.774,858.123,501.608,4425.424,4131.764,1456.792,4957.106
09/06/2022 01:00:00,6923.382,745.947,887.602,141.256,279.537,2025.961,529.222,1166.161,3055.576,5057.970,1853.071,835.624,480.555,4300.429,4045.896,1394.634,4764.677
09/06/2022 02:00:00,6670.638,727.396,869.694,136.066,278.775,1996.121,507.420,1163.508,3015.866,4892.709,1800.324,811.098,465.599,4166.670,3980.361,1344.386,4609.301
09/06/2022 03:00:00,6246.126,680.225,935.581,125.141,269.825,1910.278,475.635,1094.804,2903.964,4704.987,1716.381,795.254,437.221,4044.384,3788.070,1280.508,4365.194
09/06/2022 04:00:00,5759.361,635.112,934.716,112.028,254.286,1766.814,430.905,994.954,2731.567,4393.715,1587.577,741.392,404.187,3850.559,3528.195,1188.915,4006.310
09/06/2022 05:00:00,5311.376,578.501,940.566,99.588,240.869,1609.368,387.316,878.974,2597.260,4032.991,1469.645,698.572,370.011,3655.159,3378.922,1099.050,3678.350
09/06/2022 06:00:00,4950.622,524.198,918.493,90.023,229.930,1496.457,355.188,829.708,2503.908,3785.071,1382.892,671.866,342.131,3477.403,3257.039,1031.956,3422.680
09/06/2022 07:00:00,4691.191,493.012,899.934,84.756,222.633,1422.568,333.130,806.676,2440.410,3594.818,1325.281,650.636,324.218,3375.966,3191.602,991.732,3271.685
09/06/2022 08:00:00,4528.365,475.438,885.472,81.978,222.050,1374.012,316.694,781.829,2413.237,3433.096,1287.445,635.610,314.764,3308.992,3157.230,955.261,3165.725
09/06/2022 09:00:00,4425.024,467.045,799.904,81.882,221.457,1358.247,306.355,767.706,2410.731,3360.936,1268.774,631.049,310.445,3247.609,3146.305,937.968,3113.530
09/06/2022 10:00:00,4418.383,468.570,785.579,81.738,233.370,1373.157,307.514,774.830,2407.669,3350.225,1278.501,631.529,314.185,3181.158,3144.384,925.128,3154.910
09/06/2022 11:00:00,4541.775,493.491,666.416,85.591,243.014,1458.463,323.123,818.674,2042.741,3433.693,1324.961,651.792,329.545,3214.141,3251.970,933.257,3288.395
09/06/2022 12:00:00,4999.984,572.804,654.376,94.075,265.191,1643.632,379.482,904.457,2172.552,3688.029,1455.429,699.607,367.280,3541.224,3492.243,988.255,3602.895
09/06/2022 13:00:00,5087.031,595.154,762.353,96.252,268.600,1694.235,398.080,930.813,2655.255,3749.996,1498.901,704.227,381.860,3612.407,3554.284,987.466,3695.817
09/06/2022 14:00:00,5382.274,622.274,797.851,100.533,281.182,1777.922,426.635,974.041,2750.325,3905.764,1571.870,721.528,408.759,3650.733,3647.538,1025.774,3839.681
09/06/2022 15:00:00,5824.775,653.715,831.790,105.862,295.127,1856.671,455.782,1003.830,2876.793,4171.012,1673.194,735.119,435.931,3775.407,3788.634,1081.266,4003.414
09/06/2022 16:00:00,6372.738,694.428,870.325,110.763,305.328,1976.884,489.976,1051.482,3015.969,4485.322,1792.850,767.657,468.087,3883.370,3879.070,1153.387,4259.756
09/06/2022 17:00:00,6938.963,733.854,929.197,123.091,325.534,2120.482,528.372,1099.374,3152.426,4863.977,1914.606,801.584,494.321,4066.956,3989.778,1240.913,4574.513
09/06/2022 18:00:00,7477.311,782.603,978.005,137.596,342.588,2280.003,562.678,1208.259,3270.828,5233.404,2031.492,839.686,528.097,4226.756,4077.897,1325.184,4907.900
09/06/2022 19:00:00,7920.184,813.926,1006.559,153.478,362.011,2432.122,596.197,1292.339,3344.996,5561.472,2141.716,893.365,554.557,4446.247,4189.488,1404.469,5229.355
09/06/2022 20:00:00,8200.943,840.363,1021.527,168.069,370.426,2543.526,623.451,1384.408,3447.751,5713.674,2242.444,935.625,576.122,4633.225,4274.174,1463.740,5464.132
09/06/2022 21:00:00,8342.380,856.881,1021.977,176.814,381.157,2632.772,649.117,1448.505,3530.794,5865.251,2313.082,957.231,586.248,4777.007,4314.951,1502.952,5596.073
09/06/2022 22:00:00,8372.688,867.297,1023.567,185.390,385.369,2679.644,673.280,1494.885,3578.428,5927.792,2358.675,968.708,592.628,4849.648,4326.297,1538.132,5683.497
09/06/2022 23:00:00,8255.983,862.415,1007.779,189.022,380.248,2689.909,675.798,1503.346,3516.045,5899.127,2356.923,965.680,582.526,4857.313,4311.154,1547.036,5654.189
09/07/2022 00:00:00,7958.010,840.203,983.225,185.600,371.065,2605.319,661.128,1462.223,3515.350,5754.064,2294.297,959.216,561.871,4776.310,4274.756,1525.380,5543.863
09/07/2022 01:00:00,7522.743,801.263,952.190,172.676,354.846,2469.973,621.920,1387.726,3507.708,5498.190,2184.223,918.366,533.609,4575.843,4175.033,1445.129,5256.372
09/07/2022 02:00:00,7161.240,781.860,916.023,160.884,346.281,2390.671,595.762,1319.515,3480.084,5216.643,2107.045,885.056,512.108,4327.886,4110.216,1389.884,5060.241
09/07/2022 03:00:00,6636.262,729.923,870.479,144.543,333.416,2244.753,555.080,1230.068,3325.844,4910.033,1983.161,863.515,475.683,4102.965,3983.017,1311.362,4766.197
09/07/2022 04:00:00,6101.630,652.738,973.060,127.391,312.063,2044.384,501.014,1107.108,3172.934,4544.075,1814.103,819.311,436.396,3901.693,3766.435,1218.699,4401.316
09/07/2022 05:00:00,5608.178,594.332,954.010,111.651,290.104,1856.017,448.831,985.018,3070.036,4201.035,1654.834,779.644,396.584,3690.505,3569.060,1126.877,4031.716
09/07/2022 06:00:00,5232.631,547.682,912.481,99.754,277.356,1700.362,405.348,902.905,2955.651,3915.163,1529.926,733.067,361.959,3529.516,3435.178,1056.716,3764.078
09/07/2022 07:00:00,4962.601,512.760,894.889,94.601,266.196,1594.347,373.131,850.094,2866.782,3723.018,1444.425,704.875,339.664,3437.196,3362.362,1018.795,3566.360
09/07/2022 08:00:00,4763.939,492.092,881.415,89.066,253.593,1521.930,352.084,823.155,2799.268,3571.079,1387.901,671.183,325.423,3369.241,3323.817,989.440,3421.874
09/07/2022 09:00:00,4645.497,484.014,870.775,87.137,249.029,1476.862,340.197,793.633,2761.641,3486.403,1349.891,641.137,317.818,3307.390,3298.736,967.158,3337.958
09/07/2022 10:00:00,4611.365,487.571,781.234,86.537,249.706,1469.922,337.405,802.764,2733.992,3447.645,1346.977,638.512,319.610,3293.193,3316.269,953.692,3295.982
09/07/2022 11:00:00,4763.185,514.201,734.438,89.665,253.010,1538.906,348.695,820.240,2788.120,3498.606,1390.067,645.586,335.144,3301.309,3386.344,956.019,3391.541
09/07/2022 12:00:00,5121.921,559.922,723.698,95.308,263.612,1659.254,386.248,908.433,2890.387,3678.905,1486.213,678.591,360.676,3362.570,3586.399,991.797,3639.402
09/07/2022 13:00:00,5253.467,588.922,710.229,99.024,276.938,1746.415,413.606,956.026,2969.504,3791.755,1557.040,693.722,379.758,3428.914,3725.455,1007.861,3778.343
09/07/2022 14:00:00,5419.402,619.372,739.278,104.218,286.424,1858.264,435.733,1003.081,3015.858,3967.639,1617.788,716.714,402.757,3506.841,3792.822,1041.881,3951.753
